"914,Zlice Z,""This has become a joke. They don't even block literal hyperlinks, nevermind the onlyfans/insta/snap baiters and """"massage"""" girls (wh*res, scammers and bots, all many people are able to connect with). OCR and regex can't be that expensive. More ads while swiping. Imagine it has to be near the end for Tinder."",1,0,13-02-2022 01:06,Tinder";;
915,Ali Raza,Amazing app,5,0,13-02-2022 00:58,Tinder;;
916,YouAreAllBrainDead,It pushes a notification that there is a new match and when you go into the app there is nothing. It was just a cheap lie that happens often,1,0,13-02-2022 00:51,Tinder;;
917,Obiora Clement,Superb,5,0,13-02-2022 00:48,Tinder;;
918,John Doughty,A joke supposed to be a free app and you can't even message people,1,0,13-02-2022 00:36,Tinder;;
919,Murad Eyvazov,Good,5,0,13-02-2022 00:10,Tinder;;
"920,Sazzad Rahman,""Worst, can't even track locations."",1,0,13-02-2022 00:00,Tinder";;
"921,Ryan Lazalier,""Be very careful. I upgraded to """"Platinum"""" for only $10 more per month but they charged an entire $39 after I was just charged $29 the day before for the Gold package. This was supposed to be an """"add-on"""". There is no contact phone number anywhere!!! No email with an option to discuss such matters. How can a massive company like this not make custom service available? So illegal to illegally charge this and not allow for users to contact them."",1,0,12-02-2022 23:57,Tinder";;
"922,Taz Laz,""What a joke. Not only do they charge more if you're older, please explain that rip off? Now I've been banned and I have done nothing wrong compared to what I've seen on there yet they won't give me a reason why.. I've reached out and nothing back it shouldn't take this long to get a reason why you've been banned or perhaps you should say right away while we've been bad this app is absolutely ridiculous! RIP OFF!"",1,0,12-02-2022 23:53,Tinder";;
"923,Sam Abtahi,""Discrimination, they will ban your account after 1 year of non use. And my profile is still public. Imma sue them for defamation"",1,0,12-02-2022 23:51,Tinder";;
924,Ali Ag,Good,5,0,12-02-2022 23:45,Tinder;;
"925,Lavesh Kaushik,""My boost didn't work. For 15mins straight, no profile was shown to me even after changing the location."",1,0,12-02-2022 23:42,Tinder";;
926,Sanjay Mule,Very👎 bad,1,0,12-02-2022 23:42,Tinder;;
927,alex harper,I'm not paying $24.99 for gold,1,0,12-02-2022 23:33,Tinder;;
928,Armando Teixeira,I was banned without any explanation and never got the chance to create an account again,1,0,12-02-2022 23:25,Tinder;;
929,Shantanu Singh,Good,5,0,12-02-2022 23:15,Tinder;;
930,Efraim de Barros,The son of a billionaire scammed me,1,0,12-02-2022 23:05,Tinder;;
931,Lonewolf,It forces me to do a selfie and I don't take selfies and it won't let me skip that section. It's a cash grab app that you have to pay to see who likes you. It's an app that I strongly this app isn't worth it.,1,0,12-02-2022 23:01,Tinder;;
932,Robyn Lynn,Got banned for I'm assuming a strappy dress pic because it's shows a little cleavage but nothing else and I didn't do anything else against their guidelines and they gave no specific warning or reason. But men can be shirtless and it's fine! Sexist junk!! It looks like they deleted my last review too.,1,0,12-02-2022 22:58,Tinder;;
933,John Avent,Can't unsubsidized. Continue billing.,1,0,12-02-2022 22:53,Tinder;;
934,David Pennington,Feel like I have been ripped off buy buying 6 months. No one even bothers to look or read or match feel like I been ripped. Really want my money back,2,0,12-02-2022 22:42,Tinder;;
935,WGCT,band my account and can not use anymore bye bye,1,0,12-02-2022 22:35,Tinder;;
936,Herald Gutierrez,Avoid at all cost,1,0,12-02-2022 22:31,Tinder;;
"937,Ali Rulz,""This app is a disaster, would be easy to find dates on matrimonial sites then Tinder."",1,1,12-02-2022 22:11,Tinder";;
938,Dillon Simms,Money grab now,1,0,12-02-2022 22:09,Tinder;;
939,Djuliyet Djul,Wonderful,5,0,12-02-2022 22:07,Tinder;;
940,Yeasmin Akhter,well,4,0,12-02-2022 22:06,Tinder;;
941,Tommy Pitre,My account was banned for reason at all again for the 2nd time this is getting out of hand and I'm getting tired of it,1,2,12-02-2022 21:57,Tinder;;
942,Sonu Ydv,Pagal,1,0,12-02-2022 21:55,Tinder;;
943,Edwin Mokaya,Good but reduce subscription fees,4,0,12-02-2022 21:50,Tinder;;
944,Harry Vu,Gg,5,0,12-02-2022 21:46,Tinder;;
945,KHANTSE LEBAKENG,Nice,5,0,12-02-2022 21:28,Tinder;;
"946,Bjorn,""I get fake notifications and sometimes no notifications. Sometimes I get a match notification that disappears immediately after I see the """"Its a match screen"""""",4,2,12-02-2022 21:23,Tinder";;
947,Ramesh Kumar,💩💩💩💩,1,0,12-02-2022 21:15,Tinder;;
948,Andrew Sapp,Worthless support!! THEY REMOVED MY REVIEW ! And yet nothing is fix. I still can't access my account and they won't refund my money. Don't get this app!,1,0,12-02-2022 21:15,Tinder;;
949,Queen Little Booty,I downloaded the app and it asked me a security question to make sure I'm a human I answered the security questions which was easy and then they just banned me I just downloaded the app this was a waste of time beware the app is completely crashing people make these apps and don't even come back to maintain them,1,0,12-02-2022 20:57,Tinder;;
950,OfficialJustGame,Im getting the hang of this app,5,1,12-02-2022 20:50,Tinder;;
951,Parsram BK,Nice,5,0,12-02-2022 20:47,Tinder;;
952,Rasuli Iman Fajri,Spotify cannot deselect top artist. Pls fix,1,0,12-02-2022 20:43,Tinder;;
953,Edison Martina,Gets you there,5,0,12-02-2022 20:42,Tinder;;
954,Ansh Koli,Best app,5,0,12-02-2022 20:38,Tinder;;
955,Chit Su Su Thwe,Bad service and responsibility I complained about my problem tdy before noon but still doesn't get any helpful reply ... I purchased gold tho,1,0,12-02-2022 20:24,Tinder;;
956,Rex Ofem,So far.. So good!,5,0,12-02-2022 20:19,Tinder;;
957,Rida Saeed,It doesn't work,1,0,12-02-2022 20:18,Tinder;;
958,Igor Sla,Doest work and doesn't let you delete account,1,0,12-02-2022 20:13,Tinder;;
959,account metrofbm,Good,4,0,12-02-2022 20:10,Tinder;;
960,Thomas Horner,Search distance is broken. I'll get people 200+ miles away but it'll say 12 miles away until we match. This app is useless for finding people within your search parameters,1,0,12-02-2022 20:06,Tinder;;
"961,Parker McCray,""The app itself is smooth is you pay for the additional options, customer support isn't there though."",3,0,12-02-2022 19:55,Tinder";;
962,Leah Atis,Wala man koy nauyab tsk!,1,0,12-02-2022 19:54,Tinder;;
"963,Mark,""Full of fake profiles, or profiles offering escorts, or £30 for a """"blow and go"""" 😂 . Also, they block all your likes, so you have to buy a premium package to see them. Absolutely shocking."",1,0,12-02-2022 19:44,Tinder";;
"964,Claire Fritz,""I just got the app back after deleting it a while back and I'm struggling to fill out my info. Connecting to Spotify via Facebook doesn't work, once connected it chooses an anthem for me without asking and it is impossible to deselect any top artists. Also selecting photos is a struggle as I can't choose what album to pick from and it's showing ALL my photos in non-chronological order. Oh and just I got logged out and saw a """"Your account has been banned screen"""", but then was able to log in."",1,0,12-02-2022 19:43,Tinder";;
965,Senti 1008,I'm sorry.There is no 0 star.,1,0,12-02-2022 19:33,Tinder;;
966,Ego Proxy,Never met people off of here. I met more people from pornhub then on here. The app only shows women I am not interested in. People who are deemed attractive are pushed on the top of the list based on swipe rights they have and how many times a person swipes left. I swiped left a lot and rather then show my type it keeps showing me the same women I am not interested in. Men have a tough time with this app because it tries to force men to pay for their services. Men stay away from this app.,1,0,12-02-2022 19:19,Tinder;;
967,Singh Pargat9090,Very nice,5,0,12-02-2022 19:18,Tinder;;
968,Shobhit Mishra,Its worst app .... No matches found even after buying gold membership.,1,0,12-02-2022 19:10,Tinder;;
969,Kayanja Joel,Best dating app ever...,5,0,12-02-2022 19:01,Tinder;;
970,AASHAY RAJ,Thank you so much for this wonderful app. Trust and keep patience all will be fantastic. Thank you again for This app. Grateful to Tinder and all the tech team.,5,0,12-02-2022 18:55,Tinder;;
"971,Josh Gray,""The bare minimum you expect from a dating app is to see people within your sexuality, and Tinder doesn't even do that now. If you put you're a straight guy that only wants to see women, it means I don't want to see other straight guys on my feed. I can put up with the 3 tiers of expensive subscription services, the slowly locking of free features behind paywalls (Super-likes for instance), the fact your account gets less attention without a premium membership - but this really annoys me."",1,0,12-02-2022 18:54,Tinder";;
972,Peter J. Secor,Gets expensive for exposure to connect with other people. Site requires extra fees to be seen for time limits.,1,0,12-02-2022 18:50,Tinder;;
973,Kevin Foster,I paid for the year subscription and then not even 2 days later My account was blocked. They aren't saying why. Aren't trying to let me get my money back.. Nothing. This app is nothing but a b.s. cash grab. And half the profiles are fake anyways.,1,0,12-02-2022 18:45,Tinder;;
"974,Esina Askandarova,""i have repeating problem on the different smartphones. First i am installing, profile superpopular, a lot of likes. Then i can't start application, all i see is white screen then nothing happening. Updating to the newist version is not working also. How can you help me to fix this issue?"",3,0,12-02-2022 18:42,Tinder";;
"975,Ashley Walen,""Apparently they can ban your account without reason or review. When I asked them why they terminated my account they told me could not assist me. Moving on, just irritated."",1,0,12-02-2022 18:19,Tinder";;
976,Tommy Bass,Got banned for no reason and no way to contact tinder about it. 🙄,1,0,12-02-2022 18:12,Tinder;;
977,Zikri Ahmad,not bad for introvert innocent as me,5,0,12-02-2022 18:11,Tinder;;
978,Alice Liddell,This app sucks real bad. Cant even get past the first screen cause wont accept my phone number . bad app waste of time,1,0,12-02-2022 18:05,Tinder;;
979,Joshua Cheyne,I'm horny,5,0,12-02-2022 18:00,Tinder;;
980,MR vj,Dont use it waste of money every thing is paid.. and even then also you cant get a single match dount use it at all,1,0,12-02-2022 17:58,Tinder;;
981,Camille A,Garbage & they want you to pay for a year!,1,0,12-02-2022 17:48,Tinder;;
982,tshepo moseri,Good app,4,0,12-02-2022 17:32,Tinder;;
983,Tili 2005,It needs some improvements but is okay,3,0,12-02-2022 17:32,Tinder;;
984,Believer Dhaf,Worst app I can't even upload my photos 🤦,1,0,12-02-2022 17:24,Tinder;;
985,Washim Reja,I deleted my id it's a waste of time.,1,0,12-02-2022 17:09,Tinder;;
986,Jonathan Watson,So many cat fish! Not worth it at all,1,0,12-02-2022 17:02,Tinder;;
987,Mxrkdeath,don't get it its useless,1,0,12-02-2022 17:01,Tinder;;
988,Alex,Purchased 3x boosts and never received. Have the receipt from Google play and the money has gone from my bank.,1,0,12-02-2022 16:57,Tinder;;
989,Sparrow Desmond,Nice,5,0,12-02-2022 16:49,Tinder;;
990,Harshit Grewal,If you have i phone then it is an ideal place for you to show richness. Swiping since 2.5 yrs haven't got any match yet. Scamming us...want our money...,2,0,12-02-2022 16:40,Tinder;;
991,Adaobi Egemba,Meeting new people is so simple as swiping right,5,0,12-02-2022 16:32,Tinder;;
992,Himanshu Sahu,Good,5,0,12-02-2022 16:20,Tinder;;
993,Chibuike Obiorah,Cool for now,5,0,12-02-2022 16:09,Tinder;;
994,Karan Chavda,Worst app ever 😔,1,0,12-02-2022 16:00,Tinder;;
995,thandabantu mazibuko,Very good,4,0,12-02-2022 15:55,Tinder;;
996,Jordan Atteman,So many bots and scams I just deleted it. Not worth filtering through 90% fake profiles just to get someone asking me to join their only fans the other 10% of the time.,1,0,12-02-2022 15:36,Tinder;;
997,Naeem Sahil,Nice app,5,0,12-02-2022 15:29,Tinder;;
998,David James,Perfect app,4,0,12-02-2022 15:12,Tinder;;
999,Myeyesonly Notyours,Swt az,5,0,12-02-2022 15:05,Tinder;;
1000,Prakash B,Cool,4,0,12-02-2022 15:04,Tinder;;
1001,Arson Carson,Fraud!,1,0,12-02-2022 14:47,Tinder;;
1002,Loretta Quirol,Very nice,4,0,12-02-2022 14:47,Tinder;;
1003,Gerogeben Clement,Nice app to meet people from around the world.. as long as you stay a paid member.,5,0,12-02-2022 14:19,Tinder;;
1004,Mpumelelo Tswai,Free service is functional but always better when using the paid subscription. Tinder does what it's supposed to do.,4,0,12-02-2022 14:13,Tinder;;
1005,Raushani Kumari,Mst aap,5,0,12-02-2022 14:01,Tinder;;
1006,Burenbayar Yeruult,Voice chat voice chat,5,0,12-02-2022 14:01,Tinder;;
1007,Poop Pants,App has gone down hill,1,0,12-02-2022 14:00,Tinder;;
1008,Aleksandr Oreshkin,Full of bots advertising cam shows and men who wear dresses. A million genders but no choice for race. Algorithmic prioritizations to ensure you never find a good match and continue to be a customer. Interface purposely designed for accidental uses of paid features.,1,0,12-02-2022 13:57,Tinder;;
